product_code,fit,sub_category_class_raw,class_name,main_category,category,sub_category,main_category_en,category_en,sub_category_en,sub_category_class_en
M1010727-88210,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010840-88195,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101077-83596,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010593-88093,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1067289955,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070490071,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101441-84374,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1072883431,Renkli Denim,Colored Denims,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Colored Denims
M1010339-87602,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100328-89972,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010071-82258,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010125-85596,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070488924,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010676-86854,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101077-83666,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010640-89994,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1070484992,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100484-90078,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010616-90002,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-85279,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-87114,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1072884991,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010152-89045,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010742-89118,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101560-85743,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-88115,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010349-90442,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070484986,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010338-86213,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1012569-89482,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100277-82132,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1074686328,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1017089961,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1020588192,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1074683391,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101077-86285,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-83411,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010840-89247,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1012667-90953,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101225-90058,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010530-85670,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100328-80978,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1081186018,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1074691135,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010885-88624,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1073489653,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100277-83826,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101072-88212,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010623-91140,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101047-83691,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010593-88211,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100328-83655,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010349-90511,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010353-86163,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1073485713,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101048-88735,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1049783649,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010114-85377,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-91439,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070485727,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1072887628,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101437-82963,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010200-88972,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010938-89254,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010608-86326,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1012714-91275,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-84773,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1067827260,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1013689190,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010450-87639,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1072883476,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1020584421,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101047-83690,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010114-86872,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010353-83830,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074689973,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010381-87481,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010938-89253,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101047-85122,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010914-90008,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1012645-91213,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100484-83478,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010749-90119,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1074688780,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101437-89191,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101048-84793,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1012570-89574,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010626-88178,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1020586447,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010749-88370,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1012644-90996,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010623-90065,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010986-88783,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010338-86833,Other,Cord Pants,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Cord Pants
M1072888854,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1074688727,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M100484-83515,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1081182193,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100484-90148,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070485018,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1072886292,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010114-89241,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101047-89262,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1074688324,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010353-86299,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101047-84802,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1072886864,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012626-90559,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1019786293,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101047-83638,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1043232047,Other,Maternity,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Maternity
M1018986304,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1013690114,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100277-30104,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010339-83571,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100488-83411,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010763-88363,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010623-87470,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1081191058,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101072-91206,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101153-87548,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-85284,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101077-85611,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010914-85377,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-90393,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-89180,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010338-84402,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010483670,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010599-87443,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1072884310,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1072883478,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010733-89470,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074687596,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010986-90011,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010200-90059,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010928-88600,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-85717,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-84993,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010858-88392,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100488-88732,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1011044-89572,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010640-87475,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1070484996,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1073487592,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1070487116,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100488-84787,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-83388,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010339-84985,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101046-31849,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010381-89999,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010763-89723,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-87779,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010626-87469,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101437-90855,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010469-89472,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1012645-90804,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101047-85115,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010616-86588,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101065-85255,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101225-87613,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070491122,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010469-89471,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100328-88728,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100484-91118,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010152-90514,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101072-88389,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074682997,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101047-89261,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010600-86335,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1019783490,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010339-83572,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010600-88603,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101225-88886,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010593-88788,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010299-83039,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010152-86804,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010593-87063,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100488-87446,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072886142,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010578-89106,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1012570-89971,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074690070,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101072-84809,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010807-89002,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101441-83575,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010986-88779,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101077-83598,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101077-86330,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M100277-86452,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101048-86202,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1070485724,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1074683672,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M100328-82232,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1067283390,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1073486305,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010623-89674,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1073485712,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101077-82224,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101560-86720,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070489668,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012651-91234,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1017083385,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M100328-83380,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010626-86513,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010114-86706,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-90995,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010764-87752,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1074686885,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
